"647","-0.2","13.8","May 31, 2018 at 2:45 PM","14","13.8","13.8","19","0.355","25,706","14","SONARBAINS"
"648","0.5","17.7","May 31, 2018 at 2:45 PM","18.8","17.5","18.4","54","0.36","20,201","17.9","SONARGAON"
"649","0","14.7","May 31, 2018 at 2:45 PM","14.8","14.5","14.6","131","7.929","543,454","14.6","SOUTHEASTB"
"650","0.3","16.8","May 31, 2018 at 2:45 PM","16.9","16.5","16.8","66","0.853","51,171","16.5","SPCERAMICS"
"651","-0.5","80.5","May 31, 2018 at 2:45 PM","82.5","80.1","82","446","10.028","123,710","82.5","SPCL"
"652","0","50.9","May 31, 2018 at 2:45 PM","51.4","49.9","51","146","2.566","50,732","51","SQUARETEXT"
"653","-4.1","282.2","May 31, 2018 at 2:45 PM","286.5","280.5","282.4","2,586","159.659","565,153","286.5","SQURPHARMA"
"654","0.7","112.7","May 31, 2018 at 2:45 PM","116.2","108","114.8","13","0.148","1,310","114.1","STANCERAM"
"655","-1.6","32","May 31, 2018 at 2:45 PM","34.5","30.9","31.4","327","9.481","297,404","33","STANDARINS"
"656","-0.3","10.8","May 31, 2018 at 2:45 PM","11.1","10.7","10.8","178","7.132","652,972","11.1","STANDBANKL"
"657","-15.2","1,860.4","May 31, 2018 at 2:45 PM","1,888.9","1,846","1,853","391","10.275","5,508","1,868.2","STYLECRAFT"
"658","0.1","35.8","May 31, 2018 at 2:45 PM","36.1","35.8","36","227","10.987","305,949","35.9","SUMITPOWER"
"659","-0.4","21.1","May 31, 2018 at 2:45 PM","21.5","21","21","11","0.19","9,018","21.4","SUNLIFEINS"
"660","-0.7","22.2","May 31, 2018 at 2:45 PM","22.3","21.8","22","11","0.029","1,302","22.7","TAKAFULINS"
"661","0","7.3","May 31, 2018 at 2:45 PM","7.5","7.2","7.3","47","0.411","55,921","7.3","TALLUSPIN"
"662","0.1","38.6","May 31, 2018 at 2:45 PM","38.8","38.2","38.6","143","3.685","95,377","38.5","TITASGAS"
"663","-0.2","17.8","May 31, 2018 at 2:45 PM","17.8","17.7","17.7","29","0.608","34,238","17.9","TOSRIFA"
"664","0","6.3","May 31, 2018 at 2:45 PM","6.3","6.3","6.3","24","1.272","201,917","6.3","TRUSTB1MF"
"665","-0.7","32.4","May 31, 2018 at 2:45 PM","32.9","32.3","32.3","49","1.209","37,296","33","TRUSTBANK"
"666","-0.1","7.2","May 31, 2018 at 2:45 PM","7.4","7.1","7.1","48","0.312","43,508","7.2","TUNGHAI"
"667","0","17.7","May 31, 2018 at 2:45 PM","18","17.6","17.7","83","3.536","198,799","17.7","UCB"
"668","0.2","13.5","May 31, 2018 at 2:45 PM","13.5","13","13.3","134","1.543","115,324","13.1","UNIONCAP"
"669","1.1","54.2","May 31, 2018 at 2:45 PM","56.5","53.7","54.4","1,012","49.76","913,436","53.3","UNIQUEHRL"
"670","0","4.1","May 31, 2018 at 2:45 PM","4.1","4","4","137","3.053","757,548","4","UNITEDAIR"
"671","-0.2","17.1","May 31, 2018 at 2:45 PM","17.2","16.9","16.9","48","1.515","88,737","17.1","UNITEDFIN"
"672","-0.6","21","May 31, 2018 at 2:45 PM","21","21","21","1","0.001","25","21.6","UNITEDINS"
"673","1.5","214.3","May 31, 2018 at 2:45 PM","216.7","210.8","215.9","858","70.854","332,247","214.4","UPGDCL"
"674","-0.8","131.6","May 31, 2018 at 2:45 PM","133.5","130.3","131.6","879","18.649","141,218","132.4","USMANIAGL"
"675","-0.6","23.5","May 31, 2018 at 2:45 PM","23.8","23.4","23.4","184","9.101","385,832","24","UTTARABANK"
"676","0.1","55.9","May 31, 2018 at 2:45 PM","56","55.5","56","57","2.107","37,712","55.9","UTTARAFIN"
"677","0","9.3","May 31, 2018 at 2:45 PM","9.3","9.3","9.3","1","0.001","60","9.3","VAMLBDMF1"
"678","0","8.8","May 31, 2018 at 2:45 PM","8.8","8.8","8.8","2","0.018","2,000","8.8","VAMLRBBF"
"679","-10.6","288","May 31, 2018 at 2:45 PM","296","286.2","287.9","516","9.234","31,922","298.5","WATACHEM"
"680","0.3","31.7","May 31, 2018 at 2:45 PM","32.3","31.5","32.1","853","53.84","1,694,976","31.8","WMSHIPYARD"
"681","-0.1","17","May 31, 2018 at 2:45 PM","17.3","17","17.1","115","1.377","80,666","17.2","YPL"
"682","-0.5","11.7","May 31, 2018 at 2:45 PM","12","11.5","11.7","421","9.497","814,015","12.2","ZAHEENSPIN"
"683","0","12.4","May 31, 2018 at 2:45 PM","12.5","12.3","12.5","46","0.774","62,297","12.5","ZAHINTEX"
"684","3.3","48.3","May 31, 2018 at 2:45 PM","48.8","45.6","48.2","49","0.588","12,169","44.9","ZEALBANGLA"
"685","-0.1","6.1","Jun 03, 2018 at 2:45 PM","6.1","6.1","6.1","7","0.093","15,189","6.2","1JANATAMF"
"686","0.1","12.5","Jun 03, 2018 at 2:45 PM","12.7","12.5","12.7","27","0.381","30,441","12.6","1STPRIMFMF"
"687","-2.1","85.5","Jun 03, 2018 at 2:45 PM","88.5","85.4","85.5","647","20.687","239,240","87.6","AAMRANET"
"688","-0.5","28.2","Jun 03, 2018 at 2:45 PM","28.8","28","28.1","96","1.28","45,341","28.6","AAMRATECH"
"689","0","5.9","Jun 03, 2018 at 2:45 PM","6","5.8","5.9","48","2.173","368,757","5.9","ABB1STMF"
"690","0.1","12.6","Jun 03, 2018 at 2:45 PM","12.8","12.5","12.7","212","7.252","573,802","12.6","ABBANK"
"691","-4.2","331.5","Jun 03, 2018 at 2:45 PM","339.9","329.9","333","808","18.153","54,539","337.2","ACI"
"692","0.9","163.1","Jun 03, 2018 at 2:45 PM","166.3","162.6","164.8","45","0.553","3,380","163.9","ACIFORMULA"
"693","-3.1","93.2","Jun 03, 2018 at 2:45 PM","96","92.8","92.9","684","14.09","150,071","96","ACMELAB"
"694","-0.4","29.1","Jun 03, 2018 at 2:45 PM","29.6","29","29.1","239","6.027","206,472","29.5","ACTIVEFINE"
"695","-2.2","39.6","Jun 03, 2018 at 2:45 PM","42.6","39.2","39.8","2,263","57.622","1,421,146","42","ADVENT"
"696","-0.4","36.8","Jun 03, 2018 at 2:45 PM","37.8","36.5","36.5","91","2.523","68,622","36.9","AFCAGRO"
"697","0.3","50.9","Jun 03, 2018 at 2:45 PM","52","50.8","51.8","96","2.42","47,275","51.5","AFTABAUTO"
"698","-0.3","19.6","Jun 03, 2018 at 2:45 PM","20","19.5","19.5","173","3.358","170,350","19.8","AGNISYSL"
"699","-1.1","15.5","Jun 03, 2018 at 2:45 PM","15.8","15","15","5","0.06","3,875","16.1","AGRANINS"
"700","0.4","8.9","Jun 03, 2018 at 2:45 PM","9.2","8.6","9","179","13.849","1,566,404","8.6","AIBL1STIMF"
"701","7","111.6","Jun 03, 2018 at 2:45 PM","112.4","106.2","112.4","3,526","234.228","2,124,325","105.4","AIL"
"702","-1.1","73.3","Jun 03, 2018 at 2:45 PM","75","73","73.5","178","2.419","32,795","74.6","AL-HAJTEX"
"703","-0.5","23","Jun 03, 2018 at 2:45 PM","23.6","22.6","23","159","5.627","243,831","23.5","ALARABANK"
"704","0.6","12.6","Jun 03, 2018 at 2:45 PM","12.7","12","12.6","1,746","97.119","7,761,445","12","ALIF"
"705","0","9.9","Jun 03, 2018 at 2:45 PM","10.3","9.8","9.8","43","0.403","40,380","9.8","ALLTEX"
"706","-0.2","51.4","Jun 03, 2018 at 2:45 PM","52.9","51.1","51.4","513","12.753","246,255","51.6","AMANFEED"
"707","40.7","505.8","Jun 03, 2018 at 2:45 PM","505.8","472","505.8","1,310","47.441","95,858","465.1","AMBEEPHA"
"708","-1.6","209.9","Jun 03, 2018 at 2:45 PM","212.4","209","210","60","1.745","8,301","211.6","AMCL(PRAN)"
"709","-0.1","31.1","Jun 03, 2018 at 2:45 PM","31.6","30.9","31.3","240","5.03","161,709","31.4","ANLIMAYARN"
"710","1.5","70.2","Jun 03, 2018 at 2:45 PM","71.4","69.7","71","510","9.538","135,086","69.5","ANWARGALV"
"711","-1.8","239.9","Jun 03, 2018 at 2:45 PM","244.7","238.5","240","408","11.633","48,152","241.8","APEXFOODS"
"712","-7.4","306.3","Jun 03, 2018 at 2:45 PM","323.4","303","306","79","1.479","4,804","313.4","APEXFOOT"
"713","7","123.9","Jun 03, 2018 at 2:45 PM","124.3","118.2","124.1","723","12.833","105,249","117.1","APEXSPINN"
"714","0.5","136","Jun 03, 2018 at 2:45 PM","137.7","135.5","136","30","0.511","3,759","135.5","APEXTANRY"
"715","-0.1","12.7","Jun 03, 2018 at 2:45 PM","13","12.6","12.7","229","4.879","383,296","12.8","APOLOISPAT"
"716","0.5","332.3","Jun 03, 2018 at 2:45 PM","335","331","331.6","30","0.505","1,520","331.1","ARAMIT"
"717","-0.1","22.9","Jun 03, 2018 at 2:45 PM","23.1","22.6","23","8","0.037","1,633","23.1","ARAMITCEM"
"718","0.1","26.1","Jun 03, 2018 at 2:45 PM","26.3","26","26.2","131","3.167","121,413","26.1","ARGONDENIM"
"719","0.6","16","Jun 03, 2018 at 2:45 PM","16.2","15.7","16.1","4","0.043","2,705","15.5","ASIAINS"
"720","-0.3","21.5","Jun 03, 2018 at 2:45 PM","22","20.5","21.7","18","0.089","4,130","22","ASIAPACINS"
"721","0","10.9","Jun 03, 2018 at 2:45 PM","11","10.8","10.9","50","1.289","118,401","10.9","ATCSLGF"
"722","-0.1","126.4","Jun 03, 2018 at 2:45 PM","132","125.5","126","226","2.439","19,207","126.1","ATLASBANG"
"723","10.2","141.3","Jun 03, 2018 at 2:45 PM","143","134","141.9","1,074","18.685","133,717","131.7","AZIZPIPES"
"724","1.9","227.1","Jun 03, 2018 at 2:45 PM","232","225","229.9","83","1.244","5,484","228","BANGAS"
"725","0.5","16.6","Jun 03, 2018 at 2:45 PM","16.8","16","16.5","102","3.536","215,443","16","BANKASIA"
"726","-0.5","27.9","Jun 03, 2018 at 2:45 PM","28.3","27.5","27.6","128","4.633","165,685","28.1","BARKAPOWER"
"727","6.2","1,139.4","Jun 03, 2018 at 2:45 PM","1,140","1,130.1","1,140","68","2.125","1,869","1,133.8","BATASHOE"
"728","-14.6","3,383.4","Jun 03, 2018 at 2:45 PM","3,420","3,361.1","3,380","26","0.345","102","3,394.6","BATBC"
"729","-1.9","20.3","Jun 03, 2018 at 2:45 PM","21","19.1","19.1","62","1.13","55,223","21","BAYLEASING"
"730","0.4","29.1","Jun 03, 2018 at 2:45 PM","29.4","29","29.4","183","6.671","229,235","29","BBS"
"731","-0.8","73.4","Jun 03, 2018 at 2:45 PM","75","73.3","73.5","1,304","41.717","564,194","74.3","BBSCABLES"
"732","1.9","119.2","Jun 03, 2018 at 2:45 PM","121.3","118.3","119.5","1,092","17.82","149,037","117.6","BDAUTOCA"
"733","0","27.3","Jun 03, 2018 at 2:45 PM","27.7","27.1","27.3","188","5.971","218,759","27.3","BDCOM"
"734","0.3","16.4","Jun 03, 2018 at 2:45 PM","16.5","15.7","16.4","66","1.991","122,162","16.1","BDFINANCE"
"735","7.5","173.6","Jun 03, 2018 at 2:45 PM","177","170.9","174.8","335","5.417","31,233","167.3","BDLAMPS"
"736","--","5.5","Jun 03, 2018 at 2:45 PM","0","0","0","0","0","0","5.5","BDSERVICE"
"737","0","24","Jun 03, 2018 at 2:45 PM","24.4","23.9","24.1","584","17.908","744,405","24.1","BDTHAI"
"738","1.4","19.4","Jun 03, 2018 at 2:45 PM","19.9","18","19.6","207","2.248","115,144","18.2","BDWELDING"
"739","0.3","14.1","Jun 03, 2018 at 2:45 PM","14.2","13.8","14.2","146","1.826","130,102","13.9","BEACHHATCH"
"740","0.1","18.9","Jun 03, 2018 at 2:45 PM","19.1","18.5","18.7","96","1.851","99,208","18.6","BEACONPHAR"
"741","0.5","30.1","Jun 03, 2018 at 2:45 PM","30.2","29.3","30.1","58","1.725","57,365","29.6","BENGALWTL"
"742","91.7","2,592.2","Jun 03, 2018 at 2:45 PM","2,632","2,502.2","2,600","2,677","90.544","35,137","2,508.3","BERGERPBL"
"743","0.3","27.7","Jun 03, 2018 at 2:45 PM","28.2","27.1","27.6","2,155","174.788","6,305,872","27.3","BEXIMCO"
"744","-0.1","19","Jun 03, 2018 at 2:45 PM","19.3","18.6","19","16","0.112","5,877","19.1","BGIC"
"745","0.2","6.6","Jun 03, 2018 at 2:45 PM","6.9","6.5","6.9","17","0.139","21,264","6.7","BIFC"
"746","0.2","14.1","Jun 03, 2018 at 2:45 PM","14.7","14","14.3","40","0.346","24,551","14.1","BNICL"
"747","1.5","76","Jun 03, 2018 at 2:45 PM","77","74.1","76","538","27.53","362,736","74.5","BRACBANK"
"748","-0.2","39.3","Jun 03, 2018 at 2:45 PM","40.2","39.1","39.5","333","4.861","122,864","39.7","BSC"
"749","-0.5","86.7","Jun 03, 2018 at 2:45 PM","87","85.8","86.3","54","0.957","11,069","86.8","BSCCL"
"750","-3.5","101.3","Jun 03, 2018 at 2:45 PM","104.8","100","100.5","1,632","67.47","656,417","104","BSRMLTD"
"751","-1","70","Jun 03, 2018 at 2:45 PM","71","69.7","69.7","218","6.487","92,403","70.7","BSRMSTEEL"
"752","2.2","99.4","Jun 03, 2018 at 2:45 PM","100.9","97.8","100.5","469","29.38","297,967","98.3","BXPHARMA"
"753","0","9.4","Jun 03, 2018 at 2:45 PM","9.6","9.2","9.4","57","0.785","83,462","9.4","BXSYNTH"
"754","0","8","Jun 03, 2018 at 2:45 PM","8","7.9","8","20","0.211","26,500","8","CAPMBDBLMF"
"755","-0.1","8.9","Jun 03, 2018 at 2:45 PM","9","8.8","8.9","98","2.091","235,924","9","CAPMIBBLMF"
"756","0.7","21.5","Jun 03, 2018 at 2:45 PM","21.5","21.4","21.4","5","0.153","7,109","20.7","CENTRALINS"
"757","0.3","15.9","Jun 03, 2018 at 2:45 PM","16.2","15.5","15.8","425","8.663","542,870","15.5","CENTRALPHL"
"758","-0.7","33.2","Jun 03, 2018 at 2:45 PM","34.1","33.1","33.1","214","8.393","249,757","33.8","CITYBANK"
"759","0","13.6","Jun 03, 2018 at 2:45 PM","13.7","13.5","13.7","18","0.257","18,872","13.7","CITYGENINS"
"760","0","6.4","Jun 03, 2018 at 2:45 PM","6.6","6.4","6.5","108","1.755","271,432","6.5","CNATEX"
"761","-0.3","143.2","Jun 03, 2018 at 2:45 PM","144.9","142","143.7","93","3.734","26,041","144","CONFIDCEM"
"762","-0.1","15.8","Jun 03, 2018 at 2:45 PM","15.9","15.7","15.9","4","0.025","1,593","16","CONTININS"
"763","3.2","198.5","Jun 03, 2018 at 2:45 PM","200.9","197","199.6","648","11.953","60,204","196.4","CVOPRL"
"764","-0.2","7","Jun 03, 2018 at 2:45 PM","7.1","6.9","6.9","50","0.449","64,177","7.1","DACCADYE"
"765","0.3","36.5","Jun 03, 2018 at 2:45 PM","37","36.3","37","133","3.496","95,733","36.7","DAFODILCOM"
"766","-1.7","133.2","Jun 03, 2018 at 2:45 PM","133.5","132.3","132.4","28","1.323","9,933","134.1","DBH"
"767","-0.1","9.4","Jun 03, 2018 at 2:45 PM","9.4","9.4","9.4","6","0.264","28,114","9.5","DBH1STMF"
"768","-0.1","100.7","Jun 03, 2018 at 2:45 PM","101.6","100","100.5","235","9.535","94,958","100.6","DELTALIFE"
"769","0","8.4","Jun 03, 2018 at 2:45 PM","8.5","8.4","8.5","68","1.819","215,636","8.5","DELTASPINN"
"770","0.9","43.7","Jun 03, 2018 at 2:45 PM","43.9","43","43.9","240","11.091","254,335","43","DESCO"
"771","0","16.2","Jun 03, 2018 at 2:45 PM","16.5","16.2","16.2","152","3.053","187,765","16.2","DESHBANDHU"
"772","0.2","14.4","Jun 03, 2018 at 2:45 PM","14.5","14.3","14.5","115","4.923","343,317","14.3","DHAKABANK"
"773","0.4","19.1","Jun 03, 2018 at 2:45 PM","19.7","19","19.6","8","0.052","2,712","19.2","DHAKAINS"
"774","-0.6","99.1","Jun 03, 2018 at 2:45 PM","100.9","98.9","98.9","406","12.441","124,833","99.5","DOREENPWR"
"775","2.5","207.4","Jun 03, 2018 at 2:45 PM","209.7","205.6","207.1","128","2.305","11,126","204.6","DSHGARME"
"776","0.7","18","Jun 03, 2018 at 2:45 PM","18.3","17.6","18.3","455","18.813","1,052,552","17.6","DSSL"
"777","-0.3","38.1","Jun 03, 2018 at 2:45 PM","38.6","37.7","38.1","33","0.219","5,725","38.4","DULAMIACOT"
"778","0.5","116.4","Jun 03, 2018 at 2:45 PM","117.9","116.2","116.8","147","7.144","61,286","116.3","DUTCHBANGL"
"779","-1","25.5","Jun 03, 2018 at 2:45 PM","25.6","25.5","25.5","2","0.013","500","26.5","EASTERNINS"
"780","-0.7","18.5","Jun 03, 2018 at 2:45 PM","18.8","18.5","18.6","45","0.452","24,195","19.3","EASTLAND"
"781","81.1","1,379.1","Jun 03, 2018 at 2:45 PM","1,379.1","1,282","1,379.1","898","42.524","31,120","1,298","EASTRNLUB"
"782","-0.3","35.5","Jun 03, 2018 at 2:45 PM","35.8","34.8","35.7","39","1.982","55,829","36","EBL"
"783","-0.1","8","Jun 03, 2018 at 2:45 PM","8.1","8","8","2","0.009","1,155","8.1","EBL1STMF"
"784","0.2","5.8","Jun 03, 2018 at 2:45 PM","5.9","5.7","5.9","14","0.304","52,350","5.7","EBLNRBMF"
"785","-5.7","166.1","Jun 03, 2018 at 2:45 PM","175.5","165","169","153","2.869","16,918","174.7","ECABLES"
"786","-0.2","46.9","Jun 03, 2018 at 2:45 PM","47.7","46.8","46.8","56","1.37","29,078","47","EHL"
"787","-0.3","11.6","Jun 03, 2018 at 2:45 PM","11.9","11.3","11.5","34","0.207","17,712","11.8","EMERALDOIL"
"788","-0.2","30.6","Jun 03, 2018 at 2:45 PM","30.9","30.2","30.5","83","1.007","32,850","30.7","ENVOYTEX"
"789","-0.1","15.3","Jun 03, 2018 at 2:45 PM","15.7","15.3","15.4","338","8.814","570,049","15.5","ETL"
"790","0","6.7","Jun 03, 2018 at 2:45 PM","6.7","6.7","6.7","5","0.14","20,950","6.7","EXIM1STMF"
"791","0.1","11.5","Jun 03, 2018 at 2:45 PM","11.7","11.4","11.5","244","7.961","690,024","11.4","EXIMBANK"
"792","0","6.2","Jun 03, 2018 at 2:45 PM","6.3","6.1","6.2","184","3.438","554,658","6.2","FAMILYTEX"
"793","-0.1","16.5","Jun 03, 2018 at 2:45 PM","16.8","16.5","16.5","87","1.054","63,447","16.6","FARCHEM"
"794","0","7.2","Jun 03, 2018 at 2:45 PM","7.3","7.1","7.2","32","0.761","105,262","7.2","FAREASTFIN"
"795","-1.5","68.7","Jun 03, 2018 at 2:45 PM","71","68","68","105","2.425","35,006","69.5","FAREASTLIF"
"796","0.1","10.8","Jun 03, 2018 at 2:45 PM","11","10.7","10.9","138","3.751","347,742","10.8","FASFIN"
"797","-0.1","5.3","Jun 03, 2018 at 2:45 PM","5.4","5.3","5.3","27","0.482","90,419","5.4","FBFIF"
"798","-0.2","9.2","Jun 03, 2018 at 2:45 PM","9.4","9.1","9.2","33","0.445","48,268","9.4","FEDERALINS"
"799","-0.1","15","Jun 03, 2018 at 2:45 PM","15.1","14.9","14.9","42","0.788","52,555","15","FEKDIL"
"800","-1","34","Jun 03, 2018 at 2:45 PM","35.4","33.7","34","779","16.25","472,664","35","FINEFOODS"
"801","-0.1","7","Jun 03, 2018 at 2:45 PM","7.1","6.9","6.9","22","0.322","46,130","7","FIRSTFIN"
"802","0","10.7","Jun 03, 2018 at 2:45 PM","11","10.7","10.8","134","5.315","490,360","10.8","FIRSTSBANK"
"803","-0.2","29.4","Jun 03, 2018 at 2:45 PM","29.8","29.3","29.3","646","23.31","789,204","29.5","FORTUNE"
"804","-0.3","15","Jun 03, 2018 at 2:45 PM","15.3","14.9","14.9","236","5.161","342,352","15.2","FUWANGCER"
"805","0","16.6","Jun 03, 2018 at 2:45 PM","16.8","16.5","16.7","297","6.886","413,600","16.7","FUWANGFOOD"
"806","0","14.5","Jun 03, 2018 at 2:45 PM","14.7","14.3","14.4","74","1.033","71,185","14.4","GBBPOWER"
"807","0.9","383.5","Jun 03, 2018 at 2:45 PM","389.5","382.5","384","796","13.625","35,454","383.1","GEMINISEA"
"808","-0.1","8.3","Jun 03, 2018 at 2:45 PM","8.5","8.3","8.3","348","10.644","1,272,457","8.4","GENNEXT"
"809","-1.7","38.7","Jun 03, 2018 at 2:45 PM","40.5","38.1","39.2","1,348","58.889","1,491,465","40.9","GHAIL"
"810","0.5","38.1","Jun 03, 2018 at 2:45 PM","38.6","38","38.6","36","1.069","28,061","38.1","GHCL"
"811","0.6","1,403.8","Jun 03, 2018 at 2:45 PM","1,403.8","1,403.7","1,403.7","3","0.015","11","1,403.1","GLAXOSMITH"
"812","0.3","12","Jun 03, 2018 at 2:45 PM","12.7","11.9","12.7","17","0.089","7,430","12.4","GLOBALINS"
"813","0.5","10.6","Jun 03, 2018 at 2:45 PM","11","10.3","10.7","70","0.38","36,195","10.2","GOLDENSON"
"814","-14.7","402.4","Jun 03, 2018 at 2:45 PM","415.2","400.1","400.1","1,552","89.948","220,524","414.8","GP"
"815","-0.7","37.4","Jun 03, 2018 at 2:45 PM","38","37.1","37.1","117","3.259","86,907","37.8","GPHISPAT"
"816","0.3","68","Jun 03, 2018 at 2:45 PM","68.7","65","67","58","0.827","12,215","66.7","GQBALLPEN"
"817","0.1","16.3","Jun 03, 2018 at 2:45 PM","16.8","16.2","16.4","11","1.342","82,550","16.3","GRAMEENS2"
"818","-0.2","8.9","Jun 03, 2018 at 2:45 PM","9","8.8","9","10","0.385","43,088","9.2","GREENDELMF"
"819","-2.5","59.3","Jun 03, 2018 at 2:45 PM","60.7","58.6","59.1","36","0.534","9,015","61.6","GREENDELT"
"820","-0.2","16.7","Jun 03, 2018 at 2:45 PM","16.9","16.4","16.6","123","2.218","133,159","16.8","GSPFINANCE"
"821","-0.4","53.6","Jun 03, 2018 at 2:45 PM","56","53.2","53.6","72","0.532","9,860","54","HAKKANIPUL"
"822","4.9","339.8","Jun 03, 2018 at 2:45 PM","351","338","347.9","115","2.543","7,418","343","HEIDELBCEM"
"823","-0.1","25.5","Jun 03, 2018 at 2:45 PM","26.1","25.4","25.6","194","5.621","219,592","25.7","HFL"
"824","1.8","42.6","Jun 03, 2018 at 2:45 PM","42.8","41.1","42.8","1,059","32.407","771,309","41","HRTEX"
"825","-0.1","37.3","Jun 03, 2018 at 2:45 PM","37.9","37.3","37.3","16","0.266","7,133","37.4","HWAWELLTEX"
"826","-2.3","254.4","Jun 03, 2018 at 2:45 PM","257.5","254.1","254.6","408","23.106","90,433","256.9","IBNSINA"
"827","-0.4","123.3","Jun 03, 2018 at 2:45 PM","124.9","123","123","136","2.797","22,650","123.4","ICB"
"828","--","9.9","Jun 03, 2018 at 2:45 PM","0","0","0","0","0","0","9.9","ICB2NDNRB"
"829","0","6","Jun 03, 2018 at 2:45 PM","6","5.9","6","11","0.023","3,880","6","ICB3RDNRB"
"830","0","7.8","Jun 03, 2018 at 2:45 PM","7.9","7.6","7.7","41","0.601","77,896","7.7","ICBAGRANI1"
"831","-0.3","8","Jun 03, 2018 at 2:45 PM","8","8","8","5","0.016","2,010","8.3","ICBAMCL2ND"
"832","0","6.7","Jun 03, 2018 at 2:45 PM","6.8","6.6","6.7","33","0.328","49,084","6.7","ICBEPMF1S1"
"833","0","4.7","Jun 03, 2018 at 2:45 PM","4.8","4.7","4.7","41","0.353","74,844","4.7","ICBIBANK"
"834","0.2","8.5","Jun 03, 2018 at 2:45 PM","8.5","8.4","8.5","7","0.11","13,000","8.3","ICBSONALI1"
"835","-0.3","67","Jun 03, 2018 at 2:45 PM","69","66.8","66.9","278","12.505","184,455","67.2","IDLC"
"836","-1.3","110.7","Jun 03, 2018 at 2:45 PM","112.6","110.3","110.7","931","36.145","325,142","112","IFADAUTOS"
"837","0","12.7","Jun 03, 2018 at 2:45 PM","12.9","12.6","12.7","175","6.87","539,227","12.7","IFIC"
"838","0","5.6","Jun 03, 2018 at 2:45 PM","5.7","5.6","5.7","21","0.118","20,995","5.7","IFIC1STMF"
"839","0","7.4","Jun 03, 2018 at 2:45 PM","7.4","7.3","7.4","11","0.089","12,054","7.4","IFILISLMF1"
"840","-0.1","14.4","Jun 03, 2018 at 2:45 PM","14.9","14.2","14.6","259","7.679","533,984","14.7","ILFSL"
"841","-0.8","28.4","Jun 03, 2018 at 2:45 PM","30.6","28","28.1","55","0.219","7,401","28.9","IMAMBUTTON"
"842","0","17.1","Jun 03, 2018 at 2:45 PM","17.4","17","17.2","159","3.043","177,249","17.2","INTECH"
"843","-3.1","48.9","Jun 03, 2018 at 2:45 PM","53.2","48.3","48.9","5,620","180.503","3,567,805","52","INTRACO"
"844","-0.4","30.7","Jun 03, 2018 at 2:45 PM","31.1","30.5","30.5","76","2.293","74,262","30.9","IPDC"
"845","0.5","23.9","Jun 03, 2018 at 2:45 PM","24.6","23.6","24","486","18.86","781,012","23.5","ISLAMIBANK"
"846","0","15.1","Jun 03, 2018 at 2:45 PM","15.2","15","15.1","39","1.081","71,846","15.1","ISLAMICFIN"
"847","0.7","26.8","Jun 03, 2018 at 2:45 PM","26.9","25.8","26.8","72","0.478","17,859","26.1","ISLAMIINS"
"848","1.2","21.6","Jun 03, 2018 at 2:45 PM","21.8","20.7","21.8","47","0.376","17,515","20.6","ISNLTD"
"849","-0.7","32.2","Jun 03, 2018 at 2:45 PM","33.2","32","32","129","2.128","65,403","32.7","ITC"
"850","0.3","15","Jun 03, 2018 at 2:45 PM","15.3","15","15.3","70","2.773","183,972","15","JAMUNABANK"
"851","-2","182.9","Jun 03, 2018 at 2:45 PM","184","182.5","182.6","105","4.47","24,388","184.6","JAMUNAOIL"
"852","0.1","14.7","Jun 03, 2018 at 2:45 PM","15.5","14.2","15.1","20","0.058","3,970","15","JANATAINS"
"853","4","180.9","Jun 03, 2018 at 2:45 PM","183","177.5","181.5","356","10.012","55,575","177.5","JMISMDL"
"854","1.4","149.6","Jun 03, 2018 at 2:45 PM","151.1","147","151","39","0.759","5,070","149.6","JUTESPINN"
"855","-0.3","12.9","Jun 03, 2018 at 2:45 PM","13.3","12.9","13","47","0.382","29,365","13.3","KARNAPHULI"
"856","2.9","180.7","Jun 03, 2018 at 2:45 PM","184","177","181.2","170","2.877","16,034","178.3","KAY&QUE"
"857","-0.1","15.6","Jun 03, 2018 at 2:45 PM","16.1","15.5","15.7","181","3.256","207,756","15.8","KBPPWBIL"
"858","-0.8","55.2","Jun 03, 2018 at 2:45 PM","57","55","55.1","153","2.088","37,754","55.9","KDSALTD"
"859","-0.1","9.7","Jun 03, 2018 at 2:45 PM","9.9","9.7","9.7","481","23.363","2,393,548","9.8","KEYACOSMET"
"860","0.7","376.2","Jun 03, 2018 at 2:45 PM","380","371","372.5","50","0.542","1,441","371.8","KOHINOOR"
"861","1.9","64.2","Jun 03, 2018 at 2:45 PM","64.8","61.9","64.4","2,003","147.333","2,298,308","62.5","KPCL"
"862","0.3","9.4","Jun 03, 2018 at 2:45 PM","9.5","9","9.4","68","0.554","59,164","9.1","KPPL"
"863","-0.5","25.8","Jun 03, 2018 at 2:45 PM","26.3","25.6","25.7","701","27.066","1,042,230","26.2","LANKABAFIN"
"864","-1.4","91.9","Jun 03, 2018 at 2:45 PM","93.5","88.5","90.2","3,029","113.046","1,240,719","91.6","LEGACYFOOT"
"865","-0.2","54.1","Jun 03, 2018 at 2:45 PM","54.6","54","54","404","12.017","221,404","54.2","LHBL"
"866","17.1","522.9","Jun 03, 2018 at 2:45 PM","528","506.2","522.1","371","6.458","12,398","505","LIBRAINFU"
"867","-0.4","1,233.1","Jun 03, 2018 at 2:45 PM","1,270","1,230","1,248","39","1.41","1,144","1,248.4","LINDEBD"
