"2287","0","0","Jun 05, 2018 at 1:54 PM","19.1","18.8","19","15","0.18","9,475","19","PEOPLESINS"
"2288","0","0","Jun 05, 2018 at 1:54 PM","6.5","6.5","6.5","5","0.212","32,600","6.5","PF1STMF"
"2289","17.2","0","Jun 05, 2018 at 1:54 PM","488.5","468.4","482.7","1,624","56.561","117,944","465.5","PHARMAID"
"2290","--","0","Jun 05, 2018 at 1:54 PM","0","0","0","0","0","0","22.5","PHENIXINS"
"2291","0","0","Jun 05, 2018 at 1:54 PM","30.7","29.2","30.6","31","0.279","9,213","30.6","PHOENIXFIN"
"2292","0","0","Jun 05, 2018 at 1:54 PM","6","6","6","10","0.064","10,734","6","PHPMF1"
"2293","0.5","0","Jun 05, 2018 at 1:54 PM","27","27","27","39","0.813","30,100","26.5","PIONEERINS"
"2294","0.6","0","Jun 05, 2018 at 1:54 PM","9.2","8.7","9.2","187","1.977","221,344","8.6","PLFSL"
"2295","0","0","Jun 05, 2018 at 1:54 PM","5.8","5.7","5.7","23","0.514","90,085","5.7","POPULAR1MF"
"2296","1","0","Jun 05, 2018 at 1:54 PM","91.2","87","89","133","1.408","15,945","88","POPULARLIF"
"2297","0.5","0","Jun 05, 2018 at 1:54 PM","46.9","46","46.9","109","2.665","57,399","46.4","POWERGRID"
"2298","0.1","0","Jun 05, 2018 at 1:54 PM","25.2","24.7","24.9","82","1.349","54,232","24.8","PRAGATIINS"
"2299","1.2","0","Jun 05, 2018 at 1:54 PM","95.9","94","95.2","44","0.555","5,837","94","PRAGATILIF"
"2300","0.3","0","Jun 05, 2018 at 1:54 PM","11.3","11","11.2","191","8.632","771,414","10.9","PREMIERBAN"
"2301","-1.7","0","Jun 05, 2018 at 1:54 PM","76.6","74","75","12","0.224","3,011","76.7","PREMIERCEM"
"2302","0.1","0","Jun 05, 2018 at 1:54 PM","10.8","10.7","10.8","28","0.414","38,505","10.7","PREMIERLEA"
"2303","-0.1","0","Jun 05, 2018 at 1:54 PM","6.8","6.7","6.7","7","0.078","11,530","6.8","PRIME1ICBA"
"2304","0.1","0","Jun 05, 2018 at 1:54 PM","17.7","17.4","17.4","57","2.688","153,467","17.3","PRIMEBANK"
"2305","0","0","Jun 05, 2018 at 1:54 PM","8.8","8.6","8.7","36","0.572","65,883","8.7","PRIMEFIN"
"2306","0.3","0","Jun 05, 2018 at 1:54 PM","16.8","16.5","16.8","2","0.003","150","16.5","PRIMEINSUR"
"2307","-0.1","0","Jun 05, 2018 at 1:54 PM","45.1","44","44.4","60","1.125","25,504","44.5","PRIMELIFE"
"2308","0","0","Jun 05, 2018 at 1:54 PM","25.5","24.8","24.8","186","3.339","133,569","24.8","PRIMETEX"
"2309","-1.9","0","Jun 05, 2018 at 1:54 PM","51.6","51.1","51.3","26","0.098","1,920","53.2","PROGRESLIF"
"2310","-0.6","0","Jun 05, 2018 at 1:54 PM","15.4","15","15.1","54","0.759","50,266","15.7","PROVATIINS"
"2311","1.2","0","Jun 05, 2018 at 1:54 PM","44.1","42.4","43.8","250","16.362","377,543","42.6","PTL"
"2312","0.2","0","Jun 05, 2018 at 1:54 PM","22.6","22.2","22.5","48","0.352","15,724","22.3","PUBALIBANK"
"2313","0","0","Jun 05, 2018 at 1:54 PM","14.4","14","14.3","96","2.012","141,781","14.3","PURABIGEN"
"2314","2.3","0","Jun 05, 2018 at 1:54 PM","63.7","59.8","62.9","747","14.908","239,288","60.6","QUASEMIND"
"2315","3.6","0","Jun 05, 2018 at 1:54 PM","52","46.8","51.8","1,587","50.535","1,016,222","48.2","QUEENSOUTH"
"2316","7.5","0","Jun 05, 2018 at 1:54 PM","165","157.5","163.2","358","5.166","31,878","155.7","RAHIMAFOOD"
"2317","-1.2","0","Jun 05, 2018 at 1:54 PM","331.7","325.1","326","458","7.76","23,641","327.2","RAHIMTEXT"
"2318","0.2","0","Jun 05, 2018 at 1:54 PM","43.1","42.3","42.8","148","3.358","78,503","42.6","RAKCERAMIC"
"2319","2.1","0","Jun 05, 2018 at 1:54 PM","136.9","133.5","135.3","207","4.642","34,351","133.2","RANFOUNDRY"
"2320","0.2","0","Jun 05, 2018 at 1:54 PM","16.8","16.4","16.7","180","4.063","244,534","16.5","RDFOOD"
"2321","-13.8","0","Jun 05, 2018 at 1:54 PM","1,663","1,645","1,660.5","21","0.295","178","1,674.3","RECKITTBEN"
"2322","0","0","Jun 05, 2018 at 1:54 PM","16.5","16.3","16.3","83","1.253","76,465","16.3","REGENTTEX"
"2323","0","0","Jun 05, 2018 at 1:54 PM","10.4","10.4","10.4","2","0.01","1,000","10.4","RELIANCE1"
"2324","-0.7","0","Jun 05, 2018 at 1:54 PM","48.8","48","48","13","1.072","22,000","48.7","RELIANCINS"
"2325","-4.5","0","Jun 05, 2018 at 1:54 PM","1,225","1,213.2","1,215.9","245","16.778","13,785","1,220.4","RENATA"
"2326","-7.7","0","Jun 05, 2018 at 1:54 PM","663","630","637.1","456","9.42","14,525","644.8","RENWICKJA"
"2327","--","0","Jun 05, 2018 at 1:54 PM","0","0","0","0","0","0","22.2","REPUBLIC"
"2328","0","0","Jun 05, 2018 at 1:54 PM","12","11.8","11.9","190","4.734","396,883","11.9","RNSPIN"
"2329","0.7","0","Jun 05, 2018 at 1:54 PM","50.7","49.9","50.6","221","6.141","122,289","49.9","RSRMSTEEL"
"2330","1.2","0","Jun 05, 2018 at 1:54 PM","37.7","36.7","37.4","201","3.152","84,704","36.2","RUPALIBANK"
"2331","-0.2","0","Jun 05, 2018 at 1:54 PM","16.5","16","16.5","9","0.173","10,725","16.7","RUPALIINS"
"2332","-0.4","0","Jun 05, 2018 at 1:54 PM","61.3","59","60","479","17.983","300,872","60.4","RUPALILIFE"
"2333","-1","0","Jun 05, 2018 at 1:54 PM","19.2","18","18.1","651","26.357","1,432,210","19.1","SAFKOSPINN"
"2334","0.3","0","Jun 05, 2018 at 1:54 PM","24.9","24.3","24.7","233","6.894","280,194","24.4","SAIFPOWER"
"2335","0.1","0","Jun 05, 2018 at 1:54 PM","13.7","13.2","13.5","108","4.098","306,863","13.4","SAIHAMCOT"
"2336","0","0","Jun 05, 2018 at 1:54 PM","19.7","19.5","19.5","15","0.088","4,528","19.5","SAIHAMTEX"
"2337","0","0","Jun 05, 2018 at 1:54 PM","31.6","31","31.2","69","1.208","38,774","31.2","SALAMCRST"
"2338","-0.2","0","Jun 05, 2018 at 1:54 PM","26.1","25.6","25.7","155","5.971","231,912","25.9","SALVOCHEM"
"2339","-1.9","0","Jun 05, 2018 at 1:54 PM","52.2","48.2","50","115","1.093","21,855","51.9","SAMATALETH"
"2340","0.4","0","Jun 05, 2018 at 1:54 PM","72.8","71.1","71.7","245","3.528","49,006","71.3","SAMORITA"
"2341","0","0","Jun 05, 2018 at 1:54 PM","27.1","26.7","27","62","0.821","30,450","27","SANDHANINS"
"2342","-0.1","0","Jun 05, 2018 at 1:54 PM","27.6","27","27.1","151","2.664","97,940","27.2","SAPORTL"
"2343","0.4","0","Jun 05, 2018 at 1:54 PM","160","156","160","101","0.732","4,590","159.6","SAVAREFR"
"2344","-0.1","0","Jun 05, 2018 at 1:54 PM","13.7","13.7","13.7","3","0.099","7,250","13.8","SEBL1STMF"
"2345","0.1","0","Jun 05, 2018 at 1:54 PM","8.9","8.5","8.9","37","1.147","130,973","8.8","SEMLIBBLSF"
"2346","0.4","0","Jun 05, 2018 at 1:54 PM","9.7","9.3","9.5","48","1.495","159,028","9.1","SEMLLECMF"
"2347","-0.1","0","Jun 05, 2018 at 1:54 PM","22.1","21.9","21.9","74","3.744","170,646","22","SHAHJABANK"
"2348","2.3","0","Jun 05, 2018 at 1:54 PM","66.7","64","65.6","1,858","126.578","1,938,428","63.3","SHASHADNIM"
"2349","0.3","0","Jun 05, 2018 at 1:54 PM","29.7","29.1","29.4","693","23.035","784,659","29.1","SHEPHERD"
"2350","0.1","0","Jun 05, 2018 at 1:54 PM","18","16.8","17.8","115","1.531","87,980","17.7","SHURWID"
"2351","1.2","0","Jun 05, 2018 at 1:54 PM","44.9","43.3","44.3","166","0.945","21,489","43.1","SHYAMPSUG"
"2352","0.2","0","Jun 05, 2018 at 1:54 PM","15.6","15.5","15.6","98","3.758","241,089","15.4","SIBL"
"2353","-0.5","0","Jun 05, 2018 at 1:54 PM","27.9","27.4","27.4","30","0.307","11,159","27.9","SIMTEX"
"2354","0.8","0","Jun 05, 2018 at 1:54 PM","167","164.9","166","297","4.935","29,810","165.2","SINGERBD"
"2355","-1.2","0","Jun 05, 2018 at 1:54 PM","54.1","52.3","52.3","967","23.606","443,129","53.5","SINOBANGLA"
"2356","9.5","0","Jun 05, 2018 at 1:54 PM","314","295.2","311","864","18.636","61,158","301.5","SONALIANSH"
"2357","-0.1","0","Jun 05, 2018 at 1:54 PM","13.8","13.3","13.7","13","0.099","7,348","13.8","SONARBAINS"
"2358","-0.1","0","Jun 05, 2018 at 1:54 PM","17.9","16.8","16.9","137","2.013","117,881","17","SONARGAON"
"2359","0.1","0","Jun 05, 2018 at 1:54 PM","16.2","14.8","15","157","11.714","773,301","14.9","SOUTHEASTB"
"2360","-0.1","0","Jun 05, 2018 at 1:54 PM","17","16.4","16.8","83","0.536","32,124","16.9","SPCERAMICS"
"2361","1.1","0","Jun 05, 2018 at 1:54 PM","82","80.5","81.4","184","3.266","40,162","80.3","SPCL"
"2362","-0.4","0","Jun 05, 2018 at 1:54 PM","50.3","49","49.5","127","3.153","63,632","49.9","SQUARETEXT"
"2363","5.7","0","Jun 05, 2018 at 1:54 PM","290","284.2","289.9","1,569","115.259","398,803","284.2","SQURPHARMA"
"2364","-0.1","0","Jun 05, 2018 at 1:54 PM","114.5","109.4","111.4","41","0.413","3,738","111.5","STANCERAM"
"2365","0.8","0","Jun 05, 2018 at 1:54 PM","31.9","30.6","31.5","257","9.43","300,278","30.7","STANDARINS"
"2366","0.2","0","Jun 05, 2018 at 1:54 PM","10.8","10.5","10.8","45","1.351","128,141","10.6","STANDBANKL"
"2367","119.1","0","Jun 05, 2018 at 1:54 PM","2,026","1,910.2","2,026","1,258","38.3","19,284","1,906.9","STYLECRAFT"
"2368","0.1","0","Jun 05, 2018 at 1:54 PM","35.9","35.3","35.4","283","15.955","448,702","35.3","SUMITPOWER"
"2369","0.9","0","Jun 05, 2018 at 1:54 PM","21.9","21.1","21.9","2","0.012","527","21","SUNLIFEINS"
"2370","--","0","Jun 05, 2018 at 1:54 PM","0","0","0","0","0","0","21.7","TAKAFULINS"
"2371","-0.2","0","Jun 05, 2018 at 1:54 PM","7.3","7","7","70","1.026","144,500","7.2","TALLUSPIN"
"2372","0.8","0","Jun 05, 2018 at 1:54 PM","39.6","38.4","39.4","202","5.154","131,681","38.6","TITASGAS"
"2373","0.1","0","Jun 05, 2018 at 1:54 PM","18.4","17.6","17.7","44","0.774","43,678","17.6","TOSRIFA"
"2374","0","0","Jun 05, 2018 at 1:54 PM","6.3","6.2","6.3","17","0.552","87,822","6.3","TRUSTB1MF"
"2375","0.3","0","Jun 05, 2018 at 1:54 PM","31.9","31.4","31.8","67","2.322","73,404","31.5","TRUSTBANK"
"2376","0.2","0","Jun 05, 2018 at 1:54 PM","7.1","6.9","7.1","93","0.761","109,436","6.9","TUNGHAI"
"2377","0.2","0","Jun 05, 2018 at 1:54 PM","18","17.6","17.8","97","2.245","125,893","17.6","UCB"
"2378","0.2","0","Jun 05, 2018 at 1:54 PM","13.4","13","13.3","22","0.204","15,343","13.1","UNIONCAP"
"2379","0.1","0","Jun 05, 2018 at 1:54 PM","52.6","51.7","51.9","367","12.539","240,204","51.8","UNIQUEHRL"
"2380","-0.1","0","Jun 05, 2018 at 1:54 PM","4.2","4","4","274","3.753","934,346","4.1","UNITEDAIR"
"2381","0.2","0","Jun 05, 2018 at 1:54 PM","17.3","17.1","17.2","30","0.687","39,861","17","UNITEDFIN"
"2382","0","0","Jun 05, 2018 at 1:54 PM","21.1","21","21","6","0.15","7,100","21","UNITEDINS"
"2383","1.6","0","Jun 05, 2018 at 1:54 PM","214.4","211","212.8","801","52.889","248,595","211.2","UPGDCL"
"2384","2.1","0","Jun 05, 2018 at 1:54 PM","143.5","138","143","1,956","56.307","399,058","140.9","USMANIAGL"
"2385","0.3","0","Jun 05, 2018 at 1:54 PM","23.6","23.2","23.6","139","4.183","178,608","23.3","UTTARABANK"
"2386","0.3","0","Jun 05, 2018 at 1:54 PM","55.9","55.1","55.5","38","0.442","7,973","55.2","UTTARAFIN"
"2387","--","0","Jun 05, 2018 at 1:54 PM","0","0","0","0","0","0","9.1","VAMLBDMF1"
"2388","0","0","Jun 05, 2018 at 1:54 PM","8.9","8.9","8.9","2","0.027","3,000","8.9","VAMLRBBF"
"2389","10.3","0","Jun 05, 2018 at 1:54 PM","308","293.1","304.4","408","11.279","37,260","294.1","WATACHEM"
"2390","-0.2","0","Jun 05, 2018 at 1:54 PM","30.8","29.9","30.1","674","30.27","999,362","30.3","WMSHIPYARD"
"2391","0.1","0","Jun 05, 2018 at 1:54 PM","17","16.7","16.9","78","0.971","57,498","16.8","YPL"
"2392","0","0","Jun 05, 2018 at 1:54 PM","12","11.8","11.8","255","8.443","711,124","11.8","ZAHEENSPIN"
"2393","0","0","Jun 05, 2018 at 1:54 PM","12.5","12.2","12.3","44","0.719","58,408","12.3","ZAHINTEX"
"2394","5.1","0","Jun 05, 2018 at 1:54 PM","56.9","52","56.9","193","1.499","27,088","51.8","ZEALBANGLA"
"2395","-0.1","6.1","Jun 05, 2018 at 2:00 PM","6.2","6.1","6.1","21","0.205","33,550","6.2","1JANATAMF"
"2396","0","12.6","Jun 05, 2018 at 2:00 PM","12.8","12.6","12.6","60","1.267","100,500","12.6","1STPRIMFMF"
"2397","-1","83.3","Jun 05, 2018 at 2:00 PM","85.4","83","83.4","1,216","33.686","400,236","84.4","AAMRANET"
"2398","0","28.1","Jun 05, 2018 at 2:00 PM","28.7","28","28.2","127","2.121","75,264","28.2","AAMRATECH"
"2399","0","5.9","Jun 05, 2018 at 2:00 PM","5.9","5.8","5.9","67","3.19","545,423","5.9","ABB1STMF"
"2400","-0.1","12.3","Jun 05, 2018 at 2:00 PM","12.5","12.3","12.3","191","5.922","478,059","12.4","ABBANK"
"2401","6.5","337.1","Jun 05, 2018 at 2:00 PM","338.3","331.5","337","702","19.964","59,571","330.5","ACI"
"2402","-1.1","160.1","Jun 05, 2018 at 2:00 PM","163.7","160","160.2","210","6.187","38,559","161.3","ACIFORMULA"
"2403","-0.5","92.9","Jun 05, 2018 at 2:00 PM","94.4","92.7","92.7","271","8.752","93,757","93.2","ACMELAB"
"2404","-0.1","28.9","Jun 05, 2018 at 2:00 PM","29.5","28.8","28.9","329","9.796","337,930","29","ACTIVEFINE"
"2405","1.1","38.8","Jun 05, 2018 at 2:00 PM","39.5","37.9","39","1,415","37.189","961,492","37.9","ADVENT"
"2406","0","36.7","Jun 05, 2018 at 2:00 PM","37.2","36.5","36.7","84","1.617","43,856","36.7","AFCAGRO"
"2407","0.2","51","Jun 05, 2018 at 2:00 PM","51.5","50.7","51","78","1.112","21,756","50.8","AFTABAUTO"
"2408","0","19.5","Jun 05, 2018 at 2:00 PM","19.9","19.4","19.5","217","5.564","283,576","19.5","AGNISYSL"
"2409","--","15.2","Jun 05, 2018 at 2:00 PM","0","0","0","0","0","0","15.2","AGRANINS"
"2410","-0.8","8.1","Jun 05, 2018 at 2:00 PM","8.7","8.1","8.1","30","0.524","64,650","8.9","AIBL1STIMF"
"2411","-1.7","102.7","Jun 05, 2018 at 2:00 PM","107","101.5","103.5","3,617","199.824","1,923,149","105.2","AIL"
"2412","3.5","77.9","Jun 05, 2018 at 2:00 PM","78.6","74.1","78.5","700","12.659","163,214","75","AL-HAJTEX"
"2413","0.6","22.9","Jun 05, 2018 at 2:00 PM","23","22.5","23","213","12.51","548,630","22.4","ALARABANK"
"2414","-0.1","12.2","Jun 05, 2018 at 2:00 PM","12.5","12.2","12.3","524","23.564","1,918,275","12.4","ALIF"
"2415","0","10","Jun 05, 2018 at 2:00 PM","10","9.9","10","10","0.073","7,297","10","ALLTEX"
"2416","-0.7","50.1","Jun 05, 2018 at 2:00 PM","51.1","50","50.2","441","12.15","240,277","50.9","AMANFEED"
"2417","34.1","526.4","Jun 05, 2018 at 2:00 PM","539.7","500","530.7","1,271","40.195","77,702","496.6","AMBEEPHA"
"2418","7.7","217.2","Jun 05, 2018 at 2:00 PM","218","211.8","218","114","1.724","7,968","210.3","AMCL(PRAN)"
"2419","0.1","31.2","Jun 05, 2018 at 2:00 PM","31.4","30.8","31.1","266","4.92","158,032","31","ANLIMAYARN"
"2420","0.9","76.6","Jun 05, 2018 at 2:00 PM","77.4","75.4","76.3","1,779","50.217","654,941","75.4","ANWARGALV"
"2421","0.7","240.3","Jun 05, 2018 at 2:00 PM","242","237.1","240.5","479","13.463","56,160","239.8","APEXFOODS"
"2422","0.8","307.3","Jun 05, 2018 at 2:00 PM","311","306","306.7","79","1.239","4,029","305.9","APEXFOOT"
"2423","4.4","133.1","Jun 05, 2018 at 2:00 PM","134.5","129.3","133.5","980","22.273","169,038","129.1","APEXSPINN"
"2424","0.3","137.2","Jun 05, 2018 at 2:00 PM","140","136.5","136.8","326","12.558","91,269","136.5","APEXTANRY"
"2425","0.1","12.5","Jun 05, 2018 at 2:00 PM","12.7","12.4","12.6","324","6.36","507,799","12.5","APOLOISPAT"
"2426","7.2","344.3","Jun 05, 2018 at 2:00 PM","347","340","346","111","1.429","4,168","338.8","ARAMIT"
"2427","0.3","22.3","Jun 05, 2018 at 2:00 PM","23.7","22","23","47","0.475","21,152","22.7","ARAMITCEM"
"2428","0","26.1","Jun 05, 2018 at 2:00 PM","26.5","26.1","26.1","141","3.013","114,559","26.1","ARGONDENIM"
"2429","0.1","16.3","Jun 05, 2018 at 2:00 PM","16.5","16","16.1","14","0.204","12,539","16","ASIAINS"
"2430","0.2","21.7","Jun 05, 2018 at 2:00 PM","22","21","22","23","0.135","6,225","21.8","ASIAPACINS"
"2431","0.1","10.8","Jun 05, 2018 at 2:00 PM","10.9","10.8","10.9","39","0.563","52,134","10.8","ATCSLGF"
"2432","-3.3","127.6","Jun 05, 2018 at 2:00 PM","132","126","127.3","238","3.365","26,159","130.6","ATLASBANG"
"2433","-4.9","142.2","Jun 05, 2018 at 2:00 PM","147.8","142","142.7","719","13.45","93,135","147.6","AZIZPIPES"
"2434","14.4","248.6","Jun 05, 2018 at 2:00 PM","251","231.1","251","139","2.151","8,629","236.6","BANGAS"
"2435","0.2","16.4","Jun 05, 2018 at 2:00 PM","16.7","16.3","16.7","108","4.178","254,673","16.5","BANKASIA"
"2436","0.1","27.7","Jun 05, 2018 at 2:00 PM","27.9","27.5","27.8","144","3.175","114,824","27.7","BARKAPOWER"
"2437","4","1,136.8","Jun 05, 2018 at 2:00 PM","1,140","1,135","1,140","17","1.622","1,427","1,136","BATASHOE"
"2438","-38.9","3,394.5","Jun 05, 2018 at 2:00 PM","3,408.9","3,351.1","3,351.1","62","8.604","2,531","3,390","BATBC"
"2439","0.1","19.6","Jun 05, 2018 at 2:00 PM","20.3","19.3","19.5","27","0.68","34,729","19.4","BAYLEASING"
"2440","0.1","29.2","Jun 05, 2018 at 2:00 PM","29.4","29","29.2","214","7.582","260,241","29.1","BBS"
"2441","0.5","74.1","Jun 05, 2018 at 2:00 PM","74.8","74","74.1","956","25.241","339,694","73.6","BBSCABLES"
"2442","13.1","143.3","Jun 05, 2018 at 2:00 PM","144.2","135.4","144.2","2,270","107.444","757,569","131.1","BDAUTOCA"
"2443","-0.1","27.1","Jun 05, 2018 at 2:00 PM","27.3","27","27","215","8.054","297,868","27.1","BDCOM"
"2444","0.3","16.9","Jun 05, 2018 at 2:00 PM","17","16.4","16.9","263","4.987","298,618","16.6","BDFINANCE"
"2445","0.3","177.9","Jun 05, 2018 at 2:00 PM","181.5","176.6","179.3","259","5.14","28,872","179","BDLAMPS"
"2446","--","5.5","Jun 05, 2018 at 2:00 PM","0","0","0","0","0","0","5.5","BDSERVICE"
"2447","0.5","23.7","Jun 05, 2018 at 2:00 PM","23.9","23.5","23.9","508","18.117","764,217","23.4","BDTHAI"
"2448","0.6","19.3","Jun 05, 2018 at 2:00 PM","19.4","18","19.4","103","0.728","38,267","18.8","BDWELDING"
"2449","-0.1","13.7","Jun 05, 2018 at 2:00 PM","14","13.2","13.7","35","0.247","17,988","13.8","BEACHHATCH"
"2450","-0.2","18.6","Jun 05, 2018 at 2:00 PM","18.8","18.5","18.6","139","2.67","143,316","18.8","BEACONPHAR"
"2451","0.2","30.5","Jun 05, 2018 at 2:00 PM","30.9","30.2","30.4","98","1.309","42,869","30.2","BENGALWTL"
"2452","2.7","2,581","Jun 05, 2018 at 2:00 PM","2,607.8","2,567.2","2,589","2,472","89.062","34,463","2,586.3","BERGERPBL"
"2453","0.5","27.9","Jun 05, 2018 at 2:00 PM","28.4","27.6","28.1","2,190","137.642","4,914,880","27.6","BEXIMCO"
"2454","0.1","19.2","Jun 05, 2018 at 2:00 PM","19.4","19","19.4","7","0.076","3,932","19.3","BGIC"
"2455","0","6.7","Jun 05, 2018 at 2:00 PM","6.8","6.6","6.7","46","0.208","30,943","6.7","BIFC"
"2456","0.2","14.1","Jun 05, 2018 at 2:00 PM","14.3","14","14.3","33","0.627","44,433","14.1","BNICL"
"2457","0.7","76.2","Jun 05, 2018 at 2:00 PM","76.8","75.8","76.4","646","28.632","375,833","75.7","BRACBANK"
"2458","0.3","38.8","Jun 05, 2018 at 2:00 PM","39.3","38.2","39.1","302","4.728","121,919","38.8","BSC"
"2459","0.6","85.9","Jun 05, 2018 at 2:00 PM","86.5","85","86.3","125","2.015","23,546","85.7","BSCCL"
"2460","0.4","102.9","Jun 05, 2018 at 2:00 PM","105.4","102.6","103.1","1,303","58.896","567,304","102.7","BSRMLTD"
"2461","3.3","71","Jun 05, 2018 at 2:00 PM","72.7","69.2","72.7","119","3.638","51,726","69.4","BSRMSTEEL"
"2462","-1.3","100","Jun 05, 2018 at 2:00 PM","102.3","99.8","99.9","351","28.341","279,331","101.2","BXPHARMA"
"2463","0.2","9.5","Jun 05, 2018 at 2:00 PM","9.7","9.3","9.6","41","0.406","43,006","9.4","BXSYNTH"
"2464","0","7.9","Jun 05, 2018 at 2:00 PM","8","7.9","7.9","20","0.332","41,848","7.9","CAPMBDBLMF"
"2465","-0.1","8.8","Jun 05, 2018 at 2:00 PM","8.9","8.7","8.7","72","1.6","182,490","8.8","CAPMIBBLMF"
"2466","-1.2","20.2","Jun 05, 2018 at 2:00 PM","21.3","20.1","20.3","13","0.305","15,097","21.5","CENTRALINS"
"2467","-0.2","15.6","Jun 05, 2018 at 2:00 PM","15.9","15.5","15.6","276","4.625","296,587","15.8","CENTRALPHL"
"2468","0.4","33","Jun 05, 2018 at 2:00 PM","33.3","32.6","33","285","13.878","421,446","32.6","CITYBANK"
"2469","-0.1","13.1","Jun 05, 2018 at 2:00 PM","13.2","12.9","13.1","58","1.407","107,785","13.2","CITYGENINS"
"2470","0","6.3","Jun 05, 2018 at 2:00 PM","6.5","6.3","6.4","111","1.787","282,342","6.4","CNATEX"
"2471","-2.8","140.4","Jun 05, 2018 at 2:00 PM","143.2","139.9","140","411","20.717","146,144","142.8","CONFIDCEM"
"2472","0","16","Jun 05, 2018 at 2:00 PM","16.1","15.7","15.7","43","0.39","24,385","15.7","CONTININS"
"2473","0","205.1","Jun 05, 2018 at 2:00 PM","208","203.5","204.9","805","14.722","71,492","204.9","CVOPRL"
"2474","-0.1","6.9","Jun 05, 2018 at 2:00 PM","7.1","6.9","6.9","31","0.293","42,233","7","DACCADYE"
"2475","0.4","36.6","Jun 05, 2018 at 2:00 PM","37.3","36.5","37","172","4.91","133,210","36.6","DAFODILCOM"
"2476","0.1","133.2","Jun 05, 2018 at 2:00 PM","134.1","133","133.1","14","0.271","2,038","133","DBH"
"2477","0.1","9.6","Jun 05, 2018 at 2:00 PM","9.6","9.5","9.6","2","0.335","35,000","9.5","DBH1STMF"
"2478","-1.3","100","Jun 05, 2018 at 2:00 PM","101.4","99.9","100.6","220","7.539","75,028","101.9","DELTALIFE"
"2479","0","8.3","Jun 05, 2018 at 2:00 PM","8.4","8.3","8.3","82","1.914","229,532","8.3","DELTASPINN"
"2480","-0.1","42.5","Jun 05, 2018 at 2:00 PM","43.1","41.7","42.6","26","0.741","17,437","42.7","DESCO"
"2481","0.2","16","Jun 05, 2018 at 2:00 PM","16.2","15.8","16.1","215","7.31","457,814","15.9","DESHBANDHU"
"2482","0.3","14.6","Jun 05, 2018 at 2:00 PM","14.8","14.2","14.5","164","7.981","550,033","14.2","DHAKABANK"
"2483","0","19.6","Jun 05, 2018 at 2:00 PM","19.8","18.7","18.7","5","0.015","770","18.7","DHAKAINS"
"2484","0.2","98.8","Jun 05, 2018 at 2:00 PM","99.8","98","98.6","479","13.409","135,680","98.4","DOREENPWR"
"2485","3.7","216.1","Jun 05, 2018 at 2:00 PM","220","215","217.9","501","7.568","34,727","214.2","DSHGARME"
"2486","0","18","Jun 05, 2018 at 2:00 PM","18.2","17.7","17.9","389","16.928","944,222","17.9","DSSL"
"2487","-2","34.3","Jun 05, 2018 at 2:00 PM","36.7","34","34.7","63","0.338","9,688","36.7","DULAMIACOT"
"2488","0","116.6","Jun 05, 2018 at 2:00 PM","119","116.4","116.8","183","11.412","97,068","116.8","DUTCHBANGL"
"2489","1","25.7","Jun 05, 2018 at 2:00 PM","26.8","25.6","26.8","19","0.109","4,253","25.8","EASTERNINS"
"2490","0.5","18.3","Jun 05, 2018 at 2:00 PM","18.6","18.3","18.3","34","0.468","25,530","17.8","EASTLAND"
"2491","45.1","1,497.5","Jun 05, 2018 at 2:00 PM","1,535","1,441","1,508","1,584","42.945","28,943","1,462.9","EASTRNLUB"
"2492","-0.1","35.4","Jun 05, 2018 at 2:00 PM","36","35.3","35.3","45","3.079","86,762","35.4","EBL"
"2493","0.1","8","Jun 05, 2018 at 2:00 PM","8","7.9","7.9","6","0.131","16,412","7.8","EBL1STMF"
"2494","0","5.8","Jun 05, 2018 at 2:00 PM","5.8","5.8","5.8","3","0.054","9,350","5.8","EBLNRBMF"
"2495","8.3","171.8","Jun 05, 2018 at 2:00 PM","172.9","160.7","170.5","159","1.53","9,130","162.2","ECABLES"
"2496","0.2","46.3","Jun 05, 2018 at 2:00 PM","47.6","45.8","46.7","127","4.108","88,481","46.5","EHL"
"2497","0.4","11.8","Jun 05, 2018 at 2:00 PM","12","11.4","12","31","0.329","28,031","11.6","EMERALDOIL"
"2498","0.2","30.7","Jun 05, 2018 at 2:00 PM","31","30.4","30.7","125","4.701","153,296","30.5","ENVOYTEX"
"2499","0","15.3","Jun 05, 2018 at 2:00 PM","15.5","15.2","15.3","275","8.034","524,913","15.3","ETL"
"2500","0","6.6","Jun 05, 2018 at 2:00 PM","6.7","6.6","6.6","8","0.133","20,000","6.6","EXIM1STMF"
"2501","0.2","11.5","Jun 05, 2018 at 2:00 PM","11.6","11.3","11.5","155","4.937","429,568","11.3","EXIMBANK"
"2502","0.1","6.1","Jun 05, 2018 at 2:00 PM","6.2","6","6.2","176","2.471","405,775","6.1","FAMILYTEX"
"2503","0.1","16.5","Jun 05, 2018 at 2:00 PM","16.6","16.3","16.5","122","1.879","113,945","16.4","FARCHEM"
"2504","0.1","7.2","Jun 05, 2018 at 2:00 PM","7.3","7.2","7.2","41","0.893","123,004","7.1","FAREASTFIN"
"2505","0.6","69.5","Jun 05, 2018 at 2:00 PM","70","69","69.3","57","1.262","18,109","68.7","FAREASTLIF"
"2506","-0.1","10.6","Jun 05, 2018 at 2:00 PM","10.8","10.4","10.5","232","5.341","504,521","10.6","FASFIN"
